Ministerio,Subsecretaria,Servicio,Pregunta,subpregunta,Respuesta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Hito de lanzamiento Codigo de Etica 2019,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Hito de lanzamiento Codigo de Etica 2020,
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Programa de difusión Codigo de Etica 2018,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Programa de difusión Codigo de Etica 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión de Códigos de Ética,Programa de difusión Codigo de Etica 2020,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de Difusión de Estructura de Integridad,"Actividad específica ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de Difusión de Estructura de Integridad,"Estrategia / Programa de difusión ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de Difusión de Estructura de Integridad,"Otros ",9100
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de Difusión de Estructura de Integridad,"Vía página web o intranet del servicio ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Actividad específica ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Estrategia / Programa de difusión ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Otros ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Medios de Difusión de los Funcionarios Encargados del Proceso de Consulta			 ","Vía página web o intranet del servicio ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Actividad específica ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Estrategia / Programa de difusión ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Otros ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Vía página web o intranet del servicio ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2018 ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2019 ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2020 ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2018 ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2019 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2020 ",
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2018 ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2019 ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2020 ",1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de consulta,Correo electrónico,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de consulta,Funcionario encargado,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de consulta,"Intranet ",0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de consulta,Oficina de Partes,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de consulta,Otro,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de consulta,Teléfono,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de denuncia,Archivo electrónico,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de denuncia,Drive institucional,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de denuncia,Otro,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de denuncia,Plataforma interna,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Medios de registro de denuncia,Registro en papel,0
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Registro Interno de Consulta,,Tiene Registro Interno de Consulta
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Registro Interno de Denuncia,,Tiene Registro Interno de Denuncia
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Resolución que designa Asesores Técnicos ",,2021
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Resolución que designa Comité de Integridad ",,2021
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Resolución que designa Coordinador de Integridad ",,2021
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Consultas Respondidas 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias con Investigación Sumaria 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias con Sumario Administrativo 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Desestimada 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias en Proceso 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Respondidas 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Consulta 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Denuncia 2019,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Tiene Codigo de Etica,,1
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Usted conoce el Código de Ética de su institución,a.Si conoce el Código de Ética,77
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Usted conoce el Código de Ética de su institución,b.No conoce el Código de Ética,27
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Usted conoce el Código de Ética de su institución,c.No tiene conocimiento de este instrumento,9
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,Usted conoce el Código de Ética de su institución,"No responde ",78
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted conoce la Estructura de Integridad			 ",a.	Si conoce la Estructura de Integridad,21
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted conoce la Estructura de Integridad			 ",b.	No conoce la Estructura de Integridad,111
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted conoce la Estructura de Integridad			 ",c.	Tengo alguna información de la Estructura de Integridad,55
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted conoce la Estructura de Integridad			 ",No responde,4
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No responde ",52
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No sabe cómo utilizar el canal de consulta en materia Integridad ",72
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de consulta en materia Integridad ",28
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de consulta ",39
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No responde ",36
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No sabe cómo utilizar el canal de denuncia en materia Integridad ",73
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de denuncia en materia Integridad ",40
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de denuncia ",42
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No existe un canal de consulta en materia Integridad ",45
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No responde ",6
Ministerio de Obras Públicas,Subsecretaría de Obras Públicas,Dirección de Vialidad,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Si existe un canal de consulta en materia Integridad ",35
