Adscrito;Nivel;Concurso;Ministerio;Servicio;Nombre Cargo;Fecha Convocatoria;Fecha Envío Nómina;Fecha Desierto;Tipo Desierto
Adscrito;Nivel II;1279;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Médico/a Servicio de Salud;16-10-2011;-;30-11-2011;Desierto por Comité
Adscrito;Nivel II;1291;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Los Ríos;20-03-2011;30-06-2011;21-09-2011;Desierto por Autoridad
Adscrito;Nivel II;1292;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Finanzas, Administración y Servicios Internos;13-11-2011;27-01-2012;07-03-2012;Desierto por Autoridad
Adscrito;Nivel II;1295;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Fiscal;12-09-2010;24-11-2010;31-01-2011;Desierto por Autoridad
Adscrito;Nivel II;1297;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Los Lagos;12-09-2010;09-12-2010;16-02-2011;Desierto por Autoridad
Adscrito;Nivel II;1305;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Fomento;17-10-2010;17-01-2011;07-04-2011;Desierto por Autoridad
Adscrito;Nivel II;1308;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Calidad y Control Normativo;31-03-2013;11-06-2013;23-09-2013;Desierto por Autoridad
Adscrito;Nivel II;1316;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad Estudios y Proyectos;08-05-2011;-;14-06-2011;Desierto por Comité
Adscrito;Nivel II;1321;Ministerio de Salud;Servicio de Salud Osorno;Director/a de Hospital Base San José de Osorno;27-03-2011;-;13-05-2011;Desierto por Comité
Adscrito;Nivel II;1330;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Ríos;25-09-2011;04-01-2012;09-04-2012;Desierto por Autoridad
Adscrito;Nivel II;1332;Ministerio de Salud;Servicio de Salud Aysén;Director/a Hospital de Puerto Aysén;05-12-2010;-;25-01-2011;Desierto por Comité
Adscrito;Nivel II;1334;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Tarapacá;17-10-2010;21-01-2011;05-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1337;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Arica y Parinacota;26-12-2010;-;01-04-2011;Desierto por Comité
Adscrito;Nivel II;1340;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Abastecimiento;14-11-2010;25-01-2011;31-03-2011;Desierto por Autoridad
Adscrito;Nivel II;1341;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Médico/a Servicio de Salud;15-05-2011;-;26-07-2011;Desierto por Comité
Adscrito;Nivel II;1342;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Función: Técnico;04-12-2011;-;01-02-2012;Desierto por Comité
Adscrito;Nivel II;1355;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Maule;14-11-2010;11-02-2011;28-06-2011;Desierto por Autoridad
Adscrito;Nivel II;1356;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Lagos;14-11-2010;-;10-02-2011;Desierto por Comité
Adscrito;Nivel II;1357;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bío-Bío;14-11-2010;11-02-2011;28-06-2011;Desierto por Autoridad
Adscrito;Nivel II;1360;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Administrativo/a Servicio de Salud;03-04-2011;19-07-2011;24-08-2011;Desierto por Autoridad
Adscrito;Nivel II;1364;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Administrativo/a Servicio de Salud;28-11-2010;-;02-02-2011;Desierto por Comité
Adscrito;Nivel II;1371;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Administrativo/a Servicio de Salud;03-04-2011;-;27-05-2011;Desierto por Comité
Adscrito;Nivel II;1373;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Valparaíso;14-11-2010;11-02-2011;21-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1375;Ministerio de Salud;Servicio de Salud Tarapacá;Subdirector/a Administrativo/a Servicio de Salud;17-04-2011;17-06-2011;01-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1398;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Médico/a Servicio de Salud;20-03-2011;25-05-2011;22-06-2011;Desierto por Autoridad
Adscrito;Nivel II;1399;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Servicio de Salud;20-03-2011;07-06-2011;01-08-2011;Desierto por Autoridad
Adscrito;Nivel II;1401;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Bdo. OHiggins;21-07-2013;15-10-2013;26-12-2013;Desierto por Autoridad
Adscrito;Nivel II;1402;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Aysén;23-06-2013;12-09-2013;06-11-2013;Desierto por Autoridad
Adscrito;Nivel II;1405;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento de Fiscalía;08-05-2011;22-07-2011;17-10-2011;Desierto por Autoridad
Adscrito;Nivel II;1411;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Hospital Regional Libertador Bernardo OHiggins;10-04-2011;17-06-2011;19-08-2011;Desierto por Autoridad
Adscrito;Nivel II;1412;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Jefe/a de División de Sanción y Cumplimiento;12-12-2010;16-03-2011;12-04-2011;Desierto por Autoridad
Adscrito;Nivel II;1418;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital Regional Libertador Bernardo OHiggins;27-03-2011;-;01-06-2011;Desierto por Comité
Adscrito;Nivel II;1422;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Recursos Naturales Renovables;17-04-2011;-;28-07-2011;Desierto por Comité
Adscrito;Nivel II;1442;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Hospital Regional de Antofagasta;20-03-2011;-;19-05-2011;Desierto por Comité
Adscrito;Nivel II;1445;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Aysén;03-04-2011;-;21-06-2011;Desierto por Comité
Adscrito;Nivel II;1449;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bdo. OHiggins;17-04-2011;-;25-07-2011;Desierto por Comité
Adscrito;Nivel II;1454;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Aysén;27-03-2011;-;15-06-2011;Desierto por Comité
Adscrito;Nivel II;1455;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Tarapacá;06-03-2011;27-05-2011;25-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1474;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Jurídico;06-03-2011;-;18-05-2011;Desierto por Comité
Adscrito;Nivel II;1483;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Administrativo/a Hospital San José del Carmen de Copiapó;10-04-2011;13-06-2011;01-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1495;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Antofagasta;31-07-2011;-;24-10-2011;Desierto por Comité
Adscrito;Nivel II;1496;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Arica, Región de Arica y Parinacota;17-04-2011;19-07-2011;29-08-2011;Desierto por Autoridad
Adscrito;Nivel II;1501;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Araucanía;23-10-2011;-;29-12-2011;Desierto por Comité
Adscrito;Nivel II;1502;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Administrativo/a Servicio de Salud;29-05-2011;03-08-2011;01-09-2011;Desierto por Autoridad
Adscrito;Nivel II;1504;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Función Planificación y Control de Gestión;11-09-2011;30-11-2011;12-01-2012;Desierto por Autoridad
Adscrito;Nivel II;1505;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Función Jurídica;25-09-2011;-;20-12-2011;Desierto por Comité
Adscrito;Nivel II;1509;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Tarapacá;17-04-2011;15-07-2011;01-09-2011;Desierto por Autoridad
Adscrito;Nivel II;1511;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Tarapacá;03-04-2011;-;30-06-2011;Desierto por Comité
Adscrito;Nivel II;1514;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital San Camilo de San Felipe;12-06-2011;01-09-2011;02-11-2011;Desierto por Autoridad
Adscrito;Nivel II;1518;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de la Araucanía;03-04-2011;17-06-2011;29-07-2011;Desierto por Autoridad
Adscrito;Nivel II;1519;Ministerio de Salud;Servicio de Salud Talcahuano;Subdirector/a Médico/a Servicio de Salud;09-10-2011;-;15-12-2011;Desierto por Comité
Adscrito;Nivel II;1521;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Maule;24-04-2011;-;06-07-2011;Desierto por Comité
Adscrito;Nivel II;1529;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Servicio de Salud;24-07-2011;12-10-2011;16-11-2011;Desierto por Autoridad
Adscrito;Nivel II;1534;Ministerio de Minería;Servicio Nacional de Geología y Minería;Subdirector/a Nacional de Minería;17-04-2011;29-06-2011;24-08-2011;Desierto por Autoridad
Adscrito;Nivel II;1539;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Atacama;31-07-2011;12-10-2011;22-11-2011;Desierto por Autoridad
Adscrito;Nivel II;1542;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Atacama;31-07-2011;28-10-2011;24-11-2011;Desierto por Autoridad
Adscrito;Nivel II;1545;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Lagos;02-10-2011;-;23-12-2011;Desierto por Comité
Adscrito;Nivel II;1550;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Valparaíso;03-07-2011;12-10-2011;24-10-2011;Desierto por Autoridad
Adscrito;Nivel II;1554;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Maule;19-06-2011;-;06-09-2011;Desierto por Comité
Adscrito;Nivel II;1555;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Bdo. OHiggins;03-07-2011;-;07-10-2011;Desierto por Comité
Adscrito;Nivel II;1575;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Médico/a Hospital de Victoria;11-09-2011;-;04-10-2011;Desierto por Comité
Adscrito;Nivel II;1577;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Jurídico;10-07-2011;16-09-2011;10-11-2011;Desierto por Autoridad
Adscrito;Nivel II;1583;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Hospital Regional de Antofagasta;10-06-2012;-;26-09-2012;Desierto por Comité
Adscrito;Nivel II;1585;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Metropolitano;31-07-2011;24-10-2011;26-12-2011;Desierto por Autoridad
Adscrito;Nivel II;1588;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Curicó;27-11-2011;10-02-2012;29-03-2012;Desierto por Autoridad
Adscrito;Nivel II;1592;Ministerio de Salud;Superintendencia de Salud;Intendente/a de Prestadores de Salud;10-07-2011;28-09-2011;17-10-2011;Desierto por Autoridad
Adscrito;Nivel II;1601;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Valparaíso;03-07-2011;16-09-2011;24-11-2011;Desierto por Autoridad
Adscrito;Nivel II;1617;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Tarapacá;14-08-2011;21-11-2011;27-12-2011;Desierto por Autoridad
Adscrito;Nivel II;1624;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Aysén;17-07-2011;12-10-2011;24-11-2011;Desierto por Autoridad
Adscrito;Nivel II;1631;Ministerio de Salud;Servicio de Salud Atacama;Director/a Hospital Provincial del Huasco;30-10-2011;19-01-2012;17-02-2012;Desierto por Autoridad
Adscrito;Nivel II;1636;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Médico/a Hospital Dr. Juan Noé Crevani de Arica;11-09-2011;-;05-12-2011;Desierto por Comité
Adscrito;Nivel II;1640;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad de Evaluación, Control y Reclamaciones;13-11-2011;-;23-01-2012;Desierto por Comité
Adscrito;Nivel II;1641;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Jefe/a División Función: Finanzas y Administración;30-10-2011;03-01-2012;21-03-2012;Desierto por Autoridad
Adscrito;Nivel II;1642;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Valparaíso;14-08-2011;21-11-2011;03-01-2012;Desierto por Autoridad
Adscrito;Nivel II;1643;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Arica y Parinacota;09-10-2011;23-12-2011;16-04-2012;Desierto por Autoridad
Adscrito;Nivel II;1650;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Curacaví;30-10-2011;06-01-2012;30-01-2012;Desierto por Autoridad
Adscrito;Nivel II;1652;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Servicio de Salud;11-12-2011;17-02-2012;19-03-2012;Desierto por Autoridad
Adscrito;Nivel II;1667;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Administrativo/a Servicio de Salud;06-05-2012;25-07-2012;03-10-2012;Desierto por Autoridad
Adscrito;Nivel II;1668;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Hospital Regional Libertador Bernardo OHiggins;18-12-2011;31-01-2012;23-02-2012;Desierto por Autoridad
Adscrito;Nivel II;1673;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Santiago, Región Metropolitana;25-09-2011;21-12-2011;21-02-2012;Desierto por Autoridad
Adscrito;Nivel II;1677;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Tarapacá;02-10-2011;23-12-2011;21-02-2012;Desierto por Autoridad
Adscrito;Nivel II;1684;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;06-11-2011;-;24-01-2012;Desierto por Comité
Adscrito;Nivel II;1694;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Hospital Dr. Ernesto Torres Galdames de Iquique;04-12-2011;17-02-2012;24-02-2012;Desierto por Autoridad
Adscrito;Nivel II;1706;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Médico/a Hospital de Victoria;05-06-2016;-;12-07-2016;Desierto por Comité
Adscrito;Nivel II;1707;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Antofagasta;13-11-2011;-;30-01-2012;Desierto por Comité
Adscrito;Nivel II;1712;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función Gestión Estratégica;05-08-2012;19-10-2012;22-11-2012;Desierto por Autoridad
Adscrito;Nivel II;1724;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Los Lagos;13-11-2011;02-02-2012;23-03-2012;Desierto por Autoridad
Adscrito;Nivel II;1726;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a de División de Gestión y Desarrollo de Personas;04-11-2012;-;29-01-2013;Desierto por Comité
Adscrito;Nivel II;1738;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Metropolitana;20-11-2011;-;02-02-2012;Desierto por Comité
Adscrito;Nivel II;1744;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Médico/a Hospital Provincial del Huasco;07-08-2016;-;26-09-2016;Desierto por Comité
Adscrito;Nivel II;1747;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Metropolitano;18-12-2011;-;12-03-2012;Desierto por Comité
Adscrito;Nivel II;1748;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Libertador Bernardo O'Higgins;04-12-2011;-;30-01-2012;Desierto por Comité
Adscrito;Nivel II;1750;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional del Libertador General Bernardo OHiggins;11-12-2011;-;16-02-2012;Desierto por Comité
Adscrito;Nivel II;1753;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Administrativo/a Servicio de Salud;18-12-2011;03-02-2012;29-02-2012;Desierto por Autoridad
Adscrito;Nivel II;1769;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital Regional de Antofagasta;22-04-2012;-;19-07-2012;Desierto por Comité
Adscrito;Nivel II;1773;Ministerio de Salud;Centro de Referencia de Salud de Maipú;Subdirector/a Gestión y Desarrollo de Personas;06-05-2012;30-07-2012;26-09-2012;Desierto por Autoridad
Adscrito;Nivel II;1780;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Médico/a Servicio de Salud;25-03-2012;-;22-05-2012;Desierto por Comité
Adscrito;Nivel II;1786;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Administrativo/a Servicio de Salud;24-06-2012;-;02-10-2012;Desierto por Comité
