Nivel;Tipo Cargo;Ministerio;Servicio;Nombre Cargo;Fecha Nombramiento;Fecha Inicio Labor;Concurso;Sexo
Nivel II;Adscrito;Ministerio de Salud;Superintendencia de Salud;Intendente/a de Fondos y Seguros Previsionales de Salud;27-07-2009;01-08-2009;784;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Bío-Bío;28-01-2010;01-02-2010;786;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Director/a Atención Primaria;30-09-2009;01-10-2009;792;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe División Subdirección de Operaciones;30-10-2009;26-11-2009;803;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Médico/a Servicio de Salud;14-10-2009;01-10-2009;804;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Quellón;22-12-2009;01-01-2010;805;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani;27-08-2009;01-09-2009;806;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Poniente;07-07-2009;13-03-2009;807;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Antofagasta;24-08-2009;17-08-2009;808;Hombre
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Finanzas, Administración y Servicios Internos;26-08-2009;05-08-2009;810;Hombre
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Jefe/a División Función Construcción;29-09-2009;29-10-2009;811;Mujer
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Antofagasta;27-08-2009;18-09-2009;812;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Atacama;21-08-2009;01-09-2009;813;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Araucanía;24-08-2009;01-09-2009;814;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad Estudios y Proyectos;11-08-2009;10-08-2009;815;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director Departamento Prevención de Accidentes;15-09-2009;05-10-2009;818;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Médico/a Hospital de Ancud;17-02-2012;15-02-2012;820;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Atacama;05-08-2009;01-08-2009;822;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional OHiggins;01-09-2009;01-09-2009;823;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Maule;20-08-2009;01-09-2009;824;Hombre
Nivel II;Adscrito;Ministerio de Obras Públicas;Instituto Nacional de Hidráulica;Jefe/a División Técnica;15-12-2009;01-01-2010;825;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital de Llay Llay;09-10-2009;01-11-2009;826;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Jefe/a Departamento Jurídico;18-12-2009;15-01-2010;828;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Jefe/a de División de Operaciones;06-01-2010;01-02-2010;831;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Seguridad Laboral;Jefe/a División Función: Finanzas y Administración;06-01-2010;01-01-2010;832;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital Regional Libertador Bernardo OHiggins;14-10-2009;16-11-2009;845;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Instituto de Rehabilitación P.A.C;14-10-2009;01-11-2009;846;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Lagos;01-09-2009;07-10-2009;847;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Nueva Imperial;19-10-2009;05-10-2009;848;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Coquimbo;30-09-2009;01-10-2009;849;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Intendente/a de Fiscalización de Prestadores Públicos y Privados;19-11-2009;01-12-2009;850;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Jefe/a División Desarrollo Normativo;30-10-2009;01-11-2009;852;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Jefe/a División Atención y Servicios al Usuario;19-11-2009;14-12-2009;853;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Atacama;25-09-2009;02-11-2009;855;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Tarapacá;03-02-2010;01-03-2010;858;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Antofagasta;01-10-2009;09-10-2009;859;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Atacama;19-01-2010;01-02-2010;860;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Valparaíso;03-02-2010;01-03-2010;861;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional OHiggins;19-03-2010;26-04-2010;862;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Maule;03-02-2010;01-03-2010;863;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Bío - Bío;03-02-2010;01-03-2010;864;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Araucanía;19-01-2010;01-02-2010;865;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Aysén;19-01-2010;01-02-2010;866;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Magallanes y la Antártica Chilena;03-02-2010;01-03-2010;867;Hombre
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Metropolitano;08-03-2010;01-04-2010;868;Hombre
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Función: Litigios;23-09-2009;01-10-2009;870;Hombre
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Los Ríos;16-10-2009;17-10-2009;873;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Subdirector/a Médico/a Hospital de Las Higueras;27-11-2009;01-12-2009;875;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Protección Civil;16-11-2009;01-12-2009;877;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Talca;16-09-2009;01-09-2009;881;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital de Calama;26-08-2009;21-09-2009;890;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Fiscalización y Cumplimiento;28-09-2009;01-10-2009;891;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Jefe/a Departamento Auditoría;27-10-2009;01-11-2009;896;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a División Función Convenios Marco;04-12-2009;01-01-2010;902;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Subdirector/a Administrativo/a Servicio de Salud;24-11-2009;01-12-2009;903;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital de Santa Cruz;27-10-2009;15-10-2009;904;Mujer
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Administración y Finanzas;18-01-2010;01-02-2010;908;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Técnico/a;09-08-2011;16-08-2011;909;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Victoria;21-12-2009;01-01-2010;913;Mujer
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Función: Parques y Jardines;15-01-2010;15-01-2010;914;Hombre
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Función: Zoológico;15-01-2010;15-01-2010;915;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Administrativo/a Servicio de Salud;06-10-2009;19-10-2009;917;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Subdirector/a Médico/a Servicio de Salud;30-12-2009;30-12-2009;918;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Valparaíso;06-01-2010;07-01-2010;921;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Jefe/a de División, Función: Estudios;11-11-2009;11-11-2009;923;Mujer
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Operaciones;07-12-2009;01-01-2010;925;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Médico/a Hospital San Juan de Dios;11-11-2011;09-11-2011;926;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a de Hospital Claudio Vicuña;29-01-2010;29-01-2010;927;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Jefe/a Departamento Auditoría;04-02-2010;01-03-2010;928;Hombre
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento, Función: Asesoría Jurídica;09-12-2009;01-12-2009;929;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a Hospital de Río Negro;30-12-2009;01-01-2010;930;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Curacaví;31-12-2009;01-01-2010;932;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Subdirector/a Administrativo/a Servicio de Salud;08-03-2010;08-03-2010;933;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Servicio de Salud;07-12-2009;07-12-2009;934;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Protección Agrícola y Forestal;29-03-2010;01-04-2010;935;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Coquimbo;21-01-2010;21-01-2010;936;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Valparaíso;21-01-2010;21-01-2010;937;Hombre
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Tarapacá;25-01-2010;01-02-2010;939;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Pitrufquén;20-05-2011;01-06-2011;940;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Jefe/a Departamento Auditoría;09-03-2010;01-04-2010;941;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Servicio de Salud;05-02-2010;01-03-2010;943;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Hospital de Curicó;18-01-2010;01-01-2010;944;Mujer
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Coquimbo;30-11-2009;01-01-2010;945;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital San José;04-02-2010;04-02-2010;947;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Función Jurídica;18-01-2010;19-01-2010;948;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Informática;18-01-2010;19-01-2010;949;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Canales de Atención a Clientes;18-01-2010;19-01-2010;950;Mujer
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a de División Beneficios Previsionales;18-01-2010;19-01-2010;951;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Función: Administración y Finanzas;18-01-2010;19-01-2010;952;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Subdirector/a Médico/a Instituto Psiquiátrico Dr. José Horwitz Barak;22-12-2009;01-12-2009;954;Mujer
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Director/a Centro de Salud o Rehabilitación;24-12-2009;24-12-2009;955;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Programas;02-02-2010;01-02-2010;959;Mujer
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Operaciones;01-03-2010;31-08-2009;960;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Médico/a Hospital Guillermo Grant Benavente;15-02-2012;01-03-2012;961;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Médico/a Hospital Carlos Van Buren;02-09-2013;01-10-2014;962;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Atención Primaria;27-01-2010;27-01-2010;963;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Hospital Instituto de Neurocirugía;04-02-2010;04-02-2010;965;Hombre
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Araucanía;07-12-2010;03-01-2011;966;Hombre
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Función: Logística;09-11-2010;04-11-2010;967;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Finanzas Públicas;16-03-2010;01-04-2010;973;Hombre
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;01-03-2010;01-03-2010;974;Mujer
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Director/a Hospital;21-09-2010;01-10-2010;975;Hombre
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Administrador/a General;04-10-2010;16-10-2010;977;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Magallanes y la Antártica Chilena;03-08-2010;09-08-2010;985;Hombre
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Semillas;03-02-2011;02-02-2011;986;Hombre
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Función: Personas;08-04-2010;08-04-2010;987;Mujer
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Fiscal;29-07-2010;15-08-2010;990;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Gerente/a General;12-07-2010;01-08-2010;991;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Auditoría Interna;12-07-2010;01-08-2010;992;Mujer
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Jurídica;29-07-2010;01-08-2010;993;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Informática y Computación;13-09-2010;21-09-2010;994;Hombre
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a de División Operaciones;12-07-2010;03-08-2010;995;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital Roberto del Río;16-02-2010;16-02-2010;996;Hombre
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Jefe/a Departamento Auditoría;16-11-2010;25-10-2010;997;Mujer
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a  Médico Hospital Regional Libertador Bernardo OHiggins;28-12-2011;01-08-2011;999;Hombre
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a de División Operaciones y Atención Ciudadana;16-03-2010;01-05-2010;1005;Hombre
