Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Año Convocatoria;Mes Convocatoria;Concurso;Id Cargo
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Fiscal;2023;ene;ADP-12930;II 1241
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani;2023;ene;ADP-15315;II 364
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bío Bío;2023;ene;ADP-14220;II 634
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Coquimbo;2023;ene;ADP-16655;II 1475
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Jefe/a de División Función Administración General;2023;abr;ADP-14790;II 903
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región del Libertador Bernardo O'Higgins;2023;abr;ADP-16473;II 196
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Regional Bío-Bío;2023;abr;ADP-12731;II 1664
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Licancabur;Directivo/a Jefe/a de Planificación y Control de Gestión;2023;abr;ADP-9689;II 1673
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Valparaíso;2023;abr;ADP-13331;II 797
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Araucanía;2023;abr;ADP-13333;II 802
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Hospital Dr. Félix Bulnes Cerda;2023;abr;ADP-6135;II 452
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Departamento Recursos Humanos;2023;abr;ADP-18526;II 36
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Vialidad;Subdirector de Mantenimiento;2023;abr;ADP-13795;II 328
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Los Lagos;2020;mar;ADP-5319;II 1620
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Administrador/a General;2020;mar;ADP-5036;II 23
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a de División Operaciones;2020;mar;ADP-5271;II 17
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Fiscalización;2020;mar;ADP-5272;II 71
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez;Directivo/a Jefe/a de Gestión Territorial.;2020;mar;ADP-5087;II 1577
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Magallanes y la Antártica Chilena;2020;mar;ADP-5295;II 307
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Instituto Traumatológico;2020;mar;ADP-5180;II 456
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Valparaíso;2020;mar;ADP-4938;II 817
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Antofagasta;2020;oct;ADP-5568;II 1125
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Administración y Finanzas.;2020;oct;ADP-5585;II 1521
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional de Los Ríos;2020;oct;ADP-5529;II 656
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Regional Araucanía;2020;oct;ADP-5736;II 1262
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Regional de Arica y Parinacota;2020;oct;ADP-5688;II 1256
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Subdirector/a Médico/a Servicio de Salud;2020;oct;ADP-5984;II 524
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Antofagasta;2020;oct;ADP-5626;II 1483
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Región de Ñuble;2020;oct;ADP-5625;II 1487
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo Jefe de Gestión Territorial;2020;ene;ADP-5058;II 1573
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo Jefe de Gestión Territorial;2020;ene;ADP-5061;II 1589
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Subdirector/a de Pesquerías;2020;ene;ADP-5216;II 1106
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Administrativo/a Servicio de Salud;2020;ene;ADP-5084;II 380
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital Santo Tomás de Limache;2020;ene;ADP-5118;II 409
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Psiquiátrico El Salvador;2020;ene;ADP-5026;II 420
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Atención Primaria;2020;ene;ADP-5155;II 534
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Arica y Parinacota;2020;jun;ADP-5326;II 667
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Arica y Parinacota;2020;jun;ADP-5168;II 661
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Región de Ñuble;2020;jun;ADP-4991;II 1494
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Bdo. OHiggins;2020;jun;ADP-4986;II 154
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Jefe/a Departamento de Crédito;2020;jun;ADP-4921;II 262
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Inspección;2020;jun;ADP-4943;II 1219
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Bío-Bío;2020;jun;ADP-5357;II 687
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a de División de Cobranzas;2020;sep;ADP-5046;II 46
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Relaciones Laborales;2020;sep;ADP-5689;II 1217
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Hospital Comunitario de Salud Familiar Dr. Héctor Reyno Gutiérrez;2020;sep;ADP-5158;II 703
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Administrativo/a Hospital San José del Carmen de Copiapó;2020;sep;ADP-5179;II 381
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bdo. OHiggins;2020;sep;ADP-5621;II 632
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Metropolitana;2020;sep;ADP-5733;II 631
Nivel II;Adscrito;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo de Chile;Subdirector/a de Capital Humano Avanzado;2020;sep;ADP-5281;II 1630
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Antofagasta;2020;ago;ADP-5410;II 794
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Aysén;2020;ago;ADP-5411;II 805
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Jefe/a Departamento de Auditoría;2020;ago;ADP-5347;II 571
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subirector/a Administrativo Hospital Instituto Traumatológico;2020;ago;ADP-5237;II 1197
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Coquimbo;2020;ago;ADP-5302;II 1475
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional OHiggins;2020;ago;ADP-5303;II 1476
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director Departamento Prevención de Accidentes;2020;sep;ADP-5617;II 30
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación Superior;Jefe/a de División de Gestión de Operaciones;2020;sep;ADP-5632;II 1595
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a de Tecnologías de la Información y Comunicaciones;2020;sep;ADP-5328;II 1517
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Técnica;2020;sep;ADP-5528;II 94
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente General;2020;sep;ADP-5720;II 1292
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente Start UP;2020;sep;ADP-5719;II 1291
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital de Llay Llay;2020;sep;ADP-5245;II 399
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Centro Sur;2020;sep;ADP-5113;II 1438
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Maule;2020;ago;ADP-5423;II 1617
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Bío Bío;2020;ago;ADP-5425;II 1618
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Los Ríos;2020;ago;ADP-5426;II 1623
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Andalién Sur;Directivo/a Jefe/a de Gestión de Personas.;2020;ago;ADP-5194;II 1527
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Pitrufquén;2020;ago;ADP-5350;II 554
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Tarapacá;2020;dic;ADP-5735;II 1124
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Tarapacá;2020;dic;ADP-6183;II 1610
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Jefe/a Departamento Jurídico;2020;dic;ADP-6097;II 261
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Gestión de Pagos;2020;dic;ADP-6000;II 765
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Región de Ñuble;2020;oct;ADP-4988;II 1499
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Antofagasta;2020;oct;ADP-5811;II 53
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Maule;2020;oct;ADP-5687;II 686
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional de Ñuble;2020;oct;ADP-5567;II 1488
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Estudios e Inteligencia de Negocios;2020;sep;ADP-5388;II 1108
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Planificación y Control de Gestión.;2020;sep;ADP-5641;II 1519
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Tarapacá;2020;sep;ADP-4989;II 145
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Los Lagos;2020;sep;ADP-5162;II 155
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Región Metropolitana;2020;sep;ADP-5317;II 1626
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Jefe/a División de Proyectos;2020;sep;ADP-5566;II 323
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Los Lagos;2020;sep;ADP-5494;II 689
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe de División Adopción y Gestión de Usuarios;2020;ago;ADP-5527;II 41
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Hospital de Talca;2020;ago;ADP-5358;II 495
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Director/a Regional Zona Norte;2020;nov;ADP-5836;II 1600
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Coquimbo;2020;nov;ADP-5160;II 150
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Los Ríos;2020;nov;ADP-4990;II 662
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Aysén;2020;nov;ADP-5161;II 152
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Subdirector/a Nacional;2020;nov;ADP-4987;II 791
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Gestión de Personas.;2020;dic;ADP-6280;II 1532
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Subdirector/a Nacional de Pesca;2020;dic;ADP-6298;II 110
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Araucanía;2020;dic;ADP-6275;II 137
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Administrativo/a Servicio de Salud;2020;dic;ADP-5355;II 556
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Subdirector/a Médico/a Servicio de Salud;2020;dic;ADP-6248;II 558
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo/a Jefe/a de Gestión de Personas;2020;jul;ADP-5412;II 1576
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Bío Bío;2020;jul;ADP-5420;II 1278
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Obras Públicas;Jefe/a de División Administración;2020;jul;ADP-5401;II 1157
Nivel II;Adscrito;Ministerio de Obras Públicas;Superintendencia de Servicios Sanitarios;Jefe/a División Fiscalización;2020;jul;ADP-5418;II 338
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subirector/a de Vivienda y Equipamiento;2020;jul;ADP-5421;II 1224
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Director/a Asuntos Jurídicos;2020;ene;ADP-5012;II 1596
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Director/a Administrativo;2020;ene;ADP-5013;II 1597
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación de Costa Araucanía;Jefe/a de Unidad Administración y Finanzas;2020;ene;ADP-5034;II 1458
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación de Costa Araucanía;Jefe/a de Unidad Planificación y Control de Gestión;2020;ene;ADP-5151;II 1464
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Valparaíso que comprende las Comunas de Valparaíso y Juan Fernandez;Directivo/a Jefe/a de Gestión de Personas.;2020;ene;ADP-5202;II 1581
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Jurídica;2020;ago;ADP-5330;II 86
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Atacama;2020;ago;ADP-4985;II 153
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Valparaíso;2020;ago;ADP-5159;II 146
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Maule;2020;ago;ADP-4984;II 151
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a de División Jurídica;2020;ago;ADP-5327;II 811
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;Subdirector Administrativo;2020;jun;ADP-5316;II 1609
