id Cargo;RBD;Adscrito;Nivel;MINISTERIO;SERVICIO;Entidad;Cargo;Region
III 2624;10675;DEEM;III;Educación;Municipal DAEM;Escuela Las Colonias;Director/a;Metropolitana
III 2625;10676;DEEM;III;Educación;Municipal DAEM;Escuela Basica G-N°830 Francisco Letelier Valdes;Director/a;Metropolitana
III 2626;10677;DEEM;III;Educación;Municipal DAEM;Escuela Basica G N°831 Javier Eyzaguirre Echaurren;Director/a;Metropolitana
III 2627;10679;DEEM;III;Educación;Municipal DAEM;Escuela Basica G-N°832 Aguila Sur;Director/a;Metropolitana
III 2628;10680;DEEM;III;Educación;Municipal DAEM;Escuela Hugo Pino Vilchez;Director/a;Metropolitana
III 2629;10686;DEEM;III;Educación;Corporación;Liceo Municipal Poetisa Gabriela Mistral;Director/a;Metropolitana
III 263;669;DEEM;III;Educación;Municipal DAEM;Escuela Neftali Reyes;Director/a;Coquimbo
III 2630;10687;DEEM;III;Educación;Corporación;Escuela Basica F-N°798 Calera De Tango;Director/a;Metropolitana
III 2631;10688;DEEM;III;Educación;Corporación;Liceo Lonquen;Director/a;Metropolitana
III 2632;10689;DEEM;III;Educación;Corporación;Escuela El Roto Chileno;Director/a;Metropolitana
III 2633;10696;DEEM;III;Educación;Corporación;Liceo Polivalente Talagante;Director/a;Metropolitana
III 2634;10697;DEEM;III;Educación;Corporación;Liceo Politecnico De Talagante;Director/a;Metropolitana
III 2635;10698;DEEM;III;Educación;Corporación;Escuela Talacanta;Director/a;Metropolitana
III 2636;10699;DEEM;III;Educación;Corporación;Escuela Republica De Grecia;Director/a;Metropolitana
III 2637;10702;DEEM;III;Educación;Corporación;Escuela Manuel Rodriguez Erdoiza;Director/a;Metropolitana
III 2638;10703;DEEM;III;Educación;Corporación;Escuela Estrella De Belen;Director/a;Metropolitana
III 2639;10704;DEEM;III;Educación;Corporación;Escuela Alborada De Talagante;Director/a;Metropolitana
III 264;671;DEEM;III;Educación;Municipal DAEM;Escuela Rios De Elqui;Director/a;Coquimbo
III 2640;10705;DEEM;III;Educación;Corporación;Escuela Luis Undurraga;Director/a;Metropolitana
III 2641;10706;DEEM;III;Educación;Corporación;Escuela El Pino Viejo De Lonquen;Director/a;Metropolitana
III 2642;10725;DEEM;III;Educación;Corporación;Centro Educacional Isla De Maipo;Director/a;Metropolitana
III 2643;10726;DEEM;III;Educación;Corporación;Centro De Educacion Mario Bertero Cevasco;Director/a;Metropolitana
III 2644;10727;DEEM;III;Educación;Corporación;Liceo Republica De Italia;Director/a;Metropolitana
III 2645;10729;DEEM;III;Educación;Corporación;Escuela Basica Efrain Maldonado Torres;Director/a;Metropolitana
III 2646;10730;DEEM;III;Educación;Corporación;Esc.Basica San Antonio De Naltagua;Director/a;Metropolitana
III 2647;10735;DEEM;III;Educación;Municipal DAEM;Liceo Poliv. Luis Humberto Acosta Gay;Director/a;Metropolitana
III 2648;10736;DEEM;III;Educación;Municipal DAEM;Escuela Republica Del Ecuador;Director/a;Metropolitana
III 2649;10737;DEEM;III;Educación;Municipal DAEM;Esc. Basica Javiera Carrera Verdugo;Director/a;Metropolitana
III 265;672;DEEM;III;Educación;Municipal DAEM;Escuela De Diaguitas Juan Torres M.;Director/a;Coquimbo
III 2650;10738;DEEM;III;Educación;Municipal DAEM;Escuela Republica De Honduras;Director/a;Metropolitana
III 2651;10740;DEEM;III;Educación;Municipal DAEM;Escuela Chinigue El Cristo;Director/a;Metropolitana
III 2652;10741;DEEM;III;Educación;Municipal DAEM;Escuela El Remanso;Director/a;Metropolitana
III 2653;10746;DEEM;III;Educación;Municipal DAEM;Liceo Municipalizado Penaflor;Director/a;Metropolitana
III 2654;10747;DEEM;III;Educación;Municipal DAEM;Escuela Teresa De Calcuta;Director/a;Metropolitana
III 2655;10748;DEEM;III;Educación;Municipal DAEM;Escuela Emilia Lascar;Director/a;Metropolitana
III 2656;10749;DEEM;III;Educación;Municipal DAEM;Liceo Paul Harris;Director/a;Metropolitana
III 2657;10750;DEEM;III;Educación;Municipal DAEM;Escuela Rosalina Pescio Vargas;Director/a;Metropolitana
III 2658;10751;DEEM;III;Educación;Municipal DAEM;Liceo Comercial Republica De Brasil;Director/a;Metropolitana
III 2659;10752;DEEM;III;Educación;Municipal DAEM;Escuela Republica Argentina;Director/a;Metropolitana
III 266;673;DEEM;III;Educación;Municipal DAEM;Escuela Jose Abelardo Nunez;Director/a;Coquimbo
III 2660;10753;DEEM;III;Educación;Municipal DAEM;Escuela Republica Checa;Director/a;Metropolitana
III 2661;10754;DEEM;III;Educación;Municipal DAEM;Escuela Mand Eduardo Frei Montalva;Director/a;Metropolitana
III 2662;10755;DEEM;III;Educación;Municipal DAEM;Escuela Diferencial Alegria De Vivir;Director/a;Metropolitana
III 2663;10756;DEEM;III;Educación;Municipal DAEM;Escuela Sonia Plaza Castro;Director/a;Metropolitana
III 2664;10758;DEEM;III;Educación;Municipal DAEM;Escuela Malloco;Director/a;Metropolitana
III 2665;10760;DEEM;III;Educación;Municipal DAEM;Escuela Republica De Israel;Director/a;Metropolitana
III 2666;10763;DEEM;III;Educación;Municipal DAEM;Escuela Cristal Chile;Director/a;Metropolitana
III 2667;10764;DEEM;III;Educación;Municipal DAEM;Escuela La Esperanza;Director/a;Metropolitana
III 2668;10778;DEEM;III;Educación;Corporación;Escuela Especial De Melipilla;Director/a;Metropolitana
III 2669;10780;DEEM;III;Educación;Corporación;Liceo Poliv. Hnos. Sotomayor Baeza;Director/a;Metropolitana
III 267;680;DEEM;III;Educación;Municipal DAEM;Escuela Federico Barnes Payne;Director/a;Coquimbo
III 2670;10781;DEEM;III;Educación;Corporación;Liceo Politecnico Municipal Melipilla;Director/a;Metropolitana
III 2671;10782;DEEM;III;Educación;Corporación;Escuela Ignacio Serrano Montaner;Director/a;Metropolitana
III 2672;10783;DEEM;III;Educación;Corporación;Liceo Gabriela Mistral De Melipilla;Director/a;Metropolitana
III 2673;10784;DEEM;III;Educación;Corporación;Colegio Huilco Alto;Director/a;Metropolitana
III 2674;10785;DEEM;III;Educación;Corporación;Colegio Mons. Jaime Larrain Bunster;Director/a;Metropolitana
III 2675;10786;DEEM;III;Educación;Corporación;Escuela San Jose De La Villa;Director/a;Metropolitana
III 2676;10789;DEEM;III;Educación;Corporación;Escuela Gral. Carol Urzua;Director/a;Metropolitana
III 2677;10790;DEEM;III;Educación;Corporación;Escuela Republica Del Brasil;Director/a;Metropolitana
III 2678;10791;DEEM;III;Educación;Corporación;Colegio Pomaire;Director/a;Metropolitana
III 2679;10792;DEEM;III;Educación;Corporación;Liceo Poliv. El Bollenar;Director/a;Metropolitana
III 268;682;DEEM;III;Educación;Municipal DAEM;Escuela Dagoberto Campos Nunez;Director/a;Coquimbo
III 2680;10794;DEEM;III;Educación;Corporación;Escuela Santa Rosa Esmeralda;Director/a;Metropolitana
III 2681;10795;DEEM;III;Educación;Corporación;Escuela Claudio Arrau;Director/a;Metropolitana
III 2682;10796;DEEM;III;Educación;Corporación;Escuela Patricio Larrain Gandarillas;Director/a;Metropolitana
III 2683;10797;DEEM;III;Educación;Corporación;Escuela Pedro Marin Alemany;Director/a;Metropolitana
III 2684;10798;DEEM;III;Educación;Corporación;Escuela Basica Carmen Bajo;Director/a;Metropolitana
III 2685;10799;DEEM;III;Educación;Corporación;Escuela Ramon Noguera Prieto;Director/a;Metropolitana
III 2686;10805;DEEM;III;Educación;Corporación;Escuela Puangue;Director/a;Metropolitana
III 2687;10810;DEEM;III;Educación;Corporación;Escuela Lidia Matte Hurtado;Director/a;Metropolitana
III 2688;10816;DEEM;III;Educación;Corporación;Escuela Jose Camarena Escriva;Director/a;Metropolitana
III 2689;10818;DEEM;III;Educación;Corporación;Escuela Huechun;Director/a;Metropolitana
III 269;691;DEEM;III;Educación;Municipal DAEM;Escuela Municipal Cielo Claro--Paihuano;Director/a;Coquimbo
III 2690;10821;DEEM;III;Educación;Corporación;Escuela Raquel Fernandez De Morande;Director/a;Metropolitana
III 2691;10827;DEEM;III;Educación;Corporación;Escuela Basica El Pabellon;Director/a;Metropolitana
III 2692;10835;DEEM;III;Educación;Corporación;Liceo Municipal F-N°860;Director/a;Metropolitana
III 2693;10836;DEEM;III;Educación;Corporación;Escuela Basica F-N° 732 Chorombo Alto;Director/a;Metropolitana
III 2694;10837;DEEM;III;Educación;Corporación;Escuela Basica F-N°738 Los Rulos;Director/a;Metropolitana
III 2695;10838;DEEM;III;Educación;Corporación;Escuela Basica G-N°733 Chorombo Bajo;Director/a;Metropolitana
III 2696;10839;DEEM;III;Educación;Corporación;Escuela Basica G-N°734 Las Mercedes;Director/a;Metropolitana
III 2697;10840;DEEM;III;Educación;Corporación;Escuela Basica G-N°737 Santa Emilia;Director/a;Metropolitana
III 2698;10842;DEEM;III;Educación;Municipal DAEM;Escuela Basica Valle De Puangue;Director/a;Metropolitana
III 2699;10844;DEEM;III;Educación;Municipal DAEM;Escuela San Jose Obrero De Curacavi;Director/a;Metropolitana
III 27;30;DEEM;III;Educación;Municipal DAEM;Escuela Dr. Ricardo Olea Guerra;Director/a;Arica Y Parinacota
III 270;692;DEEM;III;Educación;Municipal DAEM;Escuela Jeronimo Godoy Villanueva;Director/a;Coquimbo
III 2700;10845;DEEM;III;Educación;Municipal DAEM;Liceo Presidente Balmaceda;Director/a;Metropolitana
III 2701;10846;DEEM;III;Educación;Municipal DAEM;Escuela Fernando Carvajal Pinto;Director/a;Metropolitana
III 2702;10848;DEEM;III;Educación;Municipal DAEM;Escuela Eliecer Perez Vargas;Director/a;Metropolitana
III 2703;10849;DEEM;III;Educación;Municipal DAEM;Escuela Heriberto Erlwein S.;Director/a;Metropolitana
III 2704;10854;DEEM;III;Educación;Municipal DAEM;Liceo Municipal De San Pedro;Director/a;Metropolitana
III 2705;10856;DEEM;III;Educación;Municipal DAEM;Escuela Basica G-N°126;Director/a;Metropolitana
III 2706;10861;DEEM;III;Educación;Municipal DAEM;Escuela Basica G-N°130;Director/a;Metropolitana
III 2707;10865;DEEM;III;Educación;Municipal DAEM;Escuela Enrique Reymond Aldunate;Director/a;Metropolitana
III 2708;10873;DEEM;III;Educación;Municipal DAEM;Liceo Municipal Sara Troncoso Troncoso;Director/a;Metropolitana
III 2709;10880;DEEM;III;Educación;Municipal DAEM;Escuela Hacienda Alhue;Director/a;Metropolitana
III 271;694;DEEM;III;Educación;Municipal DAEM;Escuela Gabriela Mistral;Director/a;Coquimbo
III 2710;10905;DEEM;III;Educación;Corporación;Escuela Basica Fuerte Baquedano;Director/a;Tarapacá
III 2711;10911;DEEM;III;Educación;Municipal DAEM;Liceo Pablo Neruda;Director/a;Arica Y Parinacota
III 2712;10913;DEEM;III;Educación;Municipal DAEM;Centro Cap.Lab. Reino De Belgica;Director/a;Arica Y Parinacota
III 2713;10916;DEEM;III;Educación;Corporación;Anexo Escuela Manuel Castro Ramos;Director/a;Tarapacá
III 2714;10917;DEEM;III;Educación;Municipal DAEM;Liceo S.S Juan Pablo Segundo;Director/a;Tarapacá
III 2715;10967;DEEM;III;Educación;Corporación;Liceo Eleuterio Ramirez Molina;Director/a;Antofagasta
III 2716;10968;DEEM;III;Educación;Corporación;Liceo Mayor Gral.(E) Oscar Bonilla;Director/a;Antofagasta
III 2717;10970;DEEM;III;Educación;Corporación;Liceo Jorge Alessandri Rodriguez;Director/a;Antofagasta
III 2718;10979;DEEM;III;Educación;Corporación;Liceo A.Rendic I, Anexo Centro Prevencion Fem;Director/a;Antofagasta
III 2719;11025;DEEM;III;Educación;NEP;Escuela Fronteriza;Director/a;Atacama
III 272;701;DEEM;III;Educación;Municipal DAEM;Liceo Estela Avila De Perry;Director/a;Coquimbo
III 2720;11033;DEEM;III;Educación;Municipal DAEM;Escuela Basica Angelina Salas Olivares;Director/a;Atacama
III 2721;11034;DEEM;III;Educación;Municipal DAEM;Liceo Jorge Alessandri Rodriguez;Director/a;Atacama
III 2722;11038;DEEM;III;Educación;NEP;Liceo General Ramon Freire;Director/a;Atacama
III 2723;11111;DEEM;III;Educación;Municipal DAEM;Liceo Alberto Gallardo Lorca;Director/a;Coquimbo
III 2724;11136;DEEM;III;Educación;Municipal DAEM;Escuela Padre Alberto Hurtado Cruchaga;Director/a;Coquimbo
III 2725;11139;DEEM;III;Educación;NEP;Liceo Fernando Binvignat Marin;Director/a;Coquimbo
III 2726;11155;DEEM;III;Educación;Corporación;Liceo Jorge Alessandri Rodriguez;Director/a;Coquimbo
III 2727;11196;DEEM;III;Educación;Municipal DAEM;Ctro.Rec.Atenc.Divers.Crad Paul Percy Harris;Director/a;Valparaíso
III 2728;11199;DEEM;III;Educación;Municipal DAEM;Colegio Luis Cruz Martinez;Director/a;Valparaíso
III 2729;11228;DEEM;III;Educación;Municipal DAEM;Escuela;Director/a;Valparaíso
III 273;704;DEEM;III;Educación;Municipal DAEM;Liceo Alejandro Alvarez Jofre;Director/a;Coquimbo
III 2730;11234;DEEM;III;Educación;Municipal DAEM;Escuela José Domingo Saavedra;Director/a;Valparaíso
III 2731;11245;DEEM;III;Educación;Municipal DAEM;Col.Educ. Especial Dr. Albert Schweitzer;Director/a;OHiggins
III 2732;11246;DEEM;III;Educación;Municipal DAEM;Liceo Elisa Escobedo La Paz;Director/a;OHiggins
III 2733;11248;DEEM;III;Educación;Corporación;Esc. Adriana Aranguiz Cerda;Director/a;OHiggins
III 2734;11261;DEEM;III;Educación;Municipal DAEM;Escuela Digna Camilo;Director/a;OHiggins
III 2735;11263;DEEM;III;Educación;Municipal DAEM;Centro Parvulario De Chimbarongo;Director/a;OHiggins
III 2736;11277;DEEM;III;Educación;Municipal DAEM;Escuela Gabriela Mistral;Director/a;OHiggins
III 2737;11284;DEEM;III;Educación;Corporación;Centro De Educacion De Adultos;Director/a;OHiggins
III 2738;11286;DEEM;III;Educación;Corporación;Liceo Heriberto Soto Soto;Director/a;OHiggins
III 2739;11287;DEEM;III;Educación;Municipal DAEM;Liceo Berta Zamorano Lizana;Director/a;OHiggins
III 274;705;DEEM;III;Educación;Municipal DAEM;Liceo Politecnico De Ovalle;Director/a;Coquimbo
III 2740;11323;DEEM;III;Educación;Municipal DAEM;Escuela Reino De Dinamarca;Director/a;Maule
III 2741;11330;DEEM;III;Educación;Municipal DAEM;Escuela Diferencial San Clemente;Director/a;Maule
III 2742;11337;DEEM;III;Educación;Municipal DAEM;Centro De Educacion Integrada De Adultos;Director/a;Maule
III 2743;11342;DEEM;III;Educación;Municipal DAEM;Escuela Carlos Trupp Wanner;Director/a;Maule
III 2744;11347;DEEM;III;Educación;Municipal DAEM;Escuela De Parvulos San Clemente;Director/a;Maule
III 2745;11352;DEEM;III;Educación;Municipal DAEM;Escuela El Guindo;Director/a;Maule
III 2746;11394;DEEM;III;Educación;Municipal DAEM;Escuela Gabriela Mistral;Director/a;Bío Bío
III 2747;11398;DEEM;III;Educación;Municipal DAEM;Escuela Maule;Director/a;Bío Bío
III 2748;11400;DEEM;III;Educación;Municipal DAEM;Liceo Trapaqueante;Director/a;Bío Bío
III 2749;11405;DEEM;III;Educación;Municipal DAEM;Escuela Fernando Baquedano;Director/a;Ñuble
III 275;706;DEEM;III;Educación;Municipal DAEM;Colegio Fray Jorge;Director/a;Coquimbo
III 2750;11406;DEEM;III;Educación;Municipal DAEM;Escuela Básica Y Tecnológica Diferencial Laura Vicuña;Director/a;Ñuble
III 2751;11407;DEEM;III;Educación;Municipal DAEM;Escuela Basica Los Olivos;Director/a;Ñuble
III 2752;11417;DEEM;III;Educación;Municipal DAEM;Escuela Adultos Las Americas;Director/a;Bío Bío
III 2753;11472;DEEM;III;Educación;Municipal DAEM;Escuela Araucarias;Director/a;Araucanía
III 2754;11520;DEEM;III;Educación;Municipal DAEM;Escuela Especial Ayelen;Director/a;Araucanía
III 2755;11530;DEEM;III;Educación;Municipal DAEM;Escuela Espec.Retardo Mental Ammillan;Director/a;Araucanía
III 2756;11548;DEEM;III;Educación;Municipal DAEM;Escuela Claudio Matte;Director/a;Los Lagos
III 2757;11591;DEEM;III;Educación;Municipal DAEM;Liceo Rural Llifen;Director/a;Los Ríos
III 2758;11612;DEEM;III;Educación;Municipal DAEM;Escuela Basica Ribera Sur;Director/a;Aysén
III 2759;11677;DEEM;III;Educación;Municipal DAEM;Escuela Andres Alcazar;Director/a;Bío Bío
III 276;707;DEEM;III;Educación;Municipal DAEM;Escuela Basica Helene Lang;Director/a;Coquimbo
III 2760;11687;DEEM;III;Educación;Corporación;Escuela Republica Argentina;Director/a;Magallanes
III 2761;11704;DEEM;III;Educación;Municipal DAEM;Escuela Puerta De La Cordillera;Director/a;Ñuble
III 2762;11711;DEEM;III;Educación;Municipal DAEM;Escuela Luis Martínez González;Director/a;Bío Bío
III 2763;11743;DEEM;III;Educación;Municipal DAEM;Colegio Basico Los Lobos;Director/a;Bío Bío
III 2764;11811;DEEM;III;Educación;Corporación;Liceo Santa Maria Eufrasia;Director/a;Metropolitana
III 2765;11883;DEEM;III;Educación;Corporación;Liceo Municipal Polivalente Maria Pinto;Director/a;Metropolitana
III 2766;11993;DEEM;III;Educación;Corporación;Escuela Basica Juan Pablo Duarte;Director/a;Metropolitana
III 2767;12006;DEEM;III;Educación;Municipal DAEM;Liceo Agricola San Carlos;Director/a;Ñuble
III 2768;12020;DEEM;III;Educación;Municipal DAEM;Escuela Basica Enrique Zanartu Prieto;Director/a;Bío Bío
III 2769;12022;DEEM;III;Educación;Municipal DAEM;Escuela Basica Chacayal Sur;Director/a;Bío Bío
III 277;708;DEEM;III;Educación;Municipal DAEM;Escuela Antonio Tirado Lanas;Director/a;Coquimbo
III 2770;12023;DEEM;III;Educación;Municipal DAEM;Colegio Basico San Vicente;Director/a;Bío Bío
III 2771;12051;DEEM;III;Educación;Municipal DAEM;Escuela Especial De La Solidaridad;Director/a;Bío Bío
III 2772;12058;DEEM;III;Educación;Municipal DAEM;Escuela Basica Los Libertadores;Director/a;Bío Bío
III 2773;12079;DEEM;III;Educación;Corporación;Hernan Merino Correa;Director/a;Metropolitana
III 2774;12103;DEEM;III;Educación;Municipal DAEM;Escuela Especial De Educacion;Director/a;Metropolitana
III 2775;12113;DEEM;III;Educación;Corporación;Escuela Basica Lo Velasquez;Director/a;Metropolitana
III 2776;12117;DEEM;III;Educación;Municipal DAEM;Complejo Educacional J. Miguel Carrera;Director/a;Metropolitana
III 2777;12146;DEEM;III;Educación;Corporación;Centro Integ Educ Adultos De Playa Ancha;Director/a;Valparaíso
III 2778;12157;DEEM;III;Educación;Corporación;Escuela Especial De Desarrollo;Director/a;Valparaíso
III 2779;12171;DEEM;III;Educación;Corporación;Escuela Basica Humberto Vilchez Alzamora;Director/a;Valparaíso
III 278;709;DEEM;III;Educación;Municipal DAEM;Escuela Basica Oscar Araya Molina;Director/a;Coquimbo
III 2780;12243;DEEM;III;Educación;Corporación;Escuela Nº 1365 R.P. Gustavo Le Paige;Director/a;Metropolitana
III 2781;12249;DEEM;III;Educación;Corporación;Escuela Especial Pontifice Juan Pablo Ii;Director/a;Metropolitana
III 2782;12251;DEEM;III;Educación;Municipal DAEM;Colegio Batalla De La Concepcion;Director/a;Metropolitana
III 2783;12255;DEEM;III;Educación;Corporación;Colegio Alcazar;Director/a;Metropolitana
III 2784;12314;DEEM;III;Educación;Municipal DAEM;Escuela Atenas;Director/a;Valparaíso
III 2785;12332;DEEM;III;Educación;Municipal DAEM;Liceo Politecnico De Con Con;Director/a;Valparaíso
