Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Mes envío nómina;Año Envío Nómina;Fecha Envío Nómina
Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Nacional;jun;2018;19-06-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Ñuble;Director/a Regional Serviu Ñuble;dic;2018;13-12-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Aysén del General Carlos Ibáñez del Campo;Director/a;nov;2018;08-11-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Magallanes y de la Antártica Chilena;Director Regional Serviu Magallanes;dic;2018;13-12-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Director/a Regional Serviu Arica y Parinacota;nov;2018;08-11-2018
Nivel I;Adscrito;Ministerio de Agricultura;Oficina de Estudios y Políticas Agrarias;Director/a Nacional;ago;2018;14-08-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Director/a;dic;2018;27-12-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;Director/a Regional Serviu Bío-Bío;jul;2018;10-07-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;Director/a Regional Serviu Los Lagos;jul;2018;10-07-2018
Nivel I;Adscrito;Ministerio de Agricultura;Comisión Nacional de Riego;Secretario/a Ejecutivo/a;nov;2018;13-11-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;jul;2018;10-07-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Ríos;Director/a;oct;2018;19-10-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Coquimbo;Director/a Regional Serviu Coquimbo;dic;2018;13-12-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Director/a Regional Serviu Araucanía;may;2018;22-05-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Antofagasta;Director/a Regional Serviu Antofagasta;jul;2018;10-07-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Atacama;Director/a Regional Serviu Atacama;oct;2018;19-10-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Maule;Director/a Regional Serviu Maule;ago;2018;30-08-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Director/a;may;2018;22-05-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;Director/a Regional Serviu OHiggins;jul;2018;10-07-2018
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Valparaíso;Director/a Regional Serviu Valparaíso;oct;2018;19-10-2018
Nivel I;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Nacional;jul;2018;20-07-2018
Nivel I;Adscrito;Ministerio de Energía;Comisión Nacional de Energía;Secretario/a Ejecutivo/a;jul;2018;25-07-2018
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Nacional;jun;2018;14-06-2018
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional del Adulto Mayor;Director/a Nacional;jun;2018;15-06-2018
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Director/a;jul;2018;25-07-2018
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Nacional;ago;2018;09-08-2018
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Fiscal Nacional Económico;nov;2018;22-11-2018
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Nacional;jul;2018;31-07-2018
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de Los Ríos;Rector/a;ene;2018;04-01-2018
Nivel I;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Director/a;oct;2018;09-10-2018
Nivel I;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Nacional;dic;2018;04-12-2018
Nivel I;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Nacional;sep;2018;14-09-2018
Nivel I;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Nacional;jun;2018;22-06-2018
Nivel I;Adscrito;Ministerio de Educación;Dirección de Educación Pública;Director/a de Educación Pública;sep;2018;04-09-2018
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de Valparaíso;Rector/a;ene;2018;04-01-2018
Nivel I;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Vicepresidente/a Ejecutivo/a;jun;2018;21-06-2018
Nivel I;Adscrito;Ministerio de Educación;Consejo de Rectores;Secretario/a General;jul;2018;31-07-2018
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Director/a Ejecutivo/a;jun;2018;15-06-2018
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Nacional;oct;2018;10-10-2018
Nivel I;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Nacional;sep;2018;07-09-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Jurídica;nov;2018;06-11-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Relaciones Laborales;jul;2018;13-07-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a de Gestión y Desarrollo de Personas;nov;2018;07-11-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Región de Ñuble;oct;2018;11-10-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Director/a Regional Región de Ñuble;nov;2018;14-11-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Región de Ñuble;oct;2018;04-10-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Subdirector/a;jul;2018;05-07-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Coquimbo;oct;2018;03-10-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Administración y Finanzas;ago;2018;30-08-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Capacitación a Personas;nov;2018;26-11-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Valparaíso;oct;2018;03-10-2018
Nivel II;Adscrito;Ministerio de Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;Subdirector/a Médico/a;ago;2018;13-08-2018
Nivel II;Adscrito;Ministerio de Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;Subdirector/a de Administración y Finanzas;abr;2018;13-04-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Servicio de Salud;jun;2018;21-06-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a Hospital Dr. Sotero del Río;dic;2018;11-12-2018
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Arquitectura;Subdirector/a de Arquitectura;ago;2018;21-08-2018
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Subdirector/a de Gestión y Desarrollo;sep;2018;26-09-2018
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Arquitectura;Jefe/a de División de Edificación Pública;oct;2018;05-10-2018
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Aeropuertos;Jefe/a de División de Infraestructura Aeroportuaria;sep;2018;13-09-2018
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Vialidad;Subdirector/a de Obras;nov;2018;29-11-2018
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Aguas;Jefe/a División Legal;ago;2018;16-08-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Operaciones;ago;2018;10-08-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Desarrollo y Regulación de Mercado;oct;2018;29-10-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Jefe/a División Desarrollo Normativo;dic;2018;18-12-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Función Jurídica;sep;2018;25-09-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Informática;ene;2018;18-01-2018
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Fiscal;nov;2018;12-11-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Tarapacá;ago;2018;02-08-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Arica y Parinacota;jul;2018;04-07-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Antofagasta;jul;2018;17-07-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Región de Ñuble;oct;2018;17-10-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Los Lagos;jul;2018;17-07-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Ohiggins;ago;2018;02-08-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Valparaíso;mar;2018;12-03-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Metropolitana;jul;2018;10-07-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Región de Ñuble;dic;2018;20-12-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Bío Bío;jul;2018;04-07-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Arica y Parinacota;oct;2018;19-10-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Los Ríos;ago;2018;02-08-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Araucanía;jun;2018;18-06-2018
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a Administración y Finanzas;ene;2018;22-01-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a División Comercialización;ago;2018;22-08-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División Contraloría;nov;2018;21-11-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a División de Auditoría Interna;dic;2018;21-12-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División Desarrollo Institucional;ago;2018;10-08-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subirector/a Administrativo Hospital Luis Calvo Mackenna;dic;2018;17-12-2018
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subdirector/a de Operaciones Habitacionales;sep;2018;27-09-2018
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subdirector/a de Pavimentación y Obras Viales;jul;2018;03-07-2018
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Técnica;ene;2018;05-01-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División de Servicio al Usuario;sep;2018;28-09-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a División de Gestión y Desarrollo de Personas;ago;2018;17-08-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Centro Norte;sep;2018;04-09-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Norte;oct;2018;08-10-2018
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Centro Sur;sep;2018;04-09-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital Dr. Hernán Henríquez Aravena;sep;2018;25-09-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Hospital de Curanilahue;dic;2018;21-12-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Atención Primaria;dic;2018;17-12-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Jefe/a Departamento Auditoría;nov;2018;08-11-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Administrativo/a Servicio de Salud;dic;2018;13-12-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Atención Primaria;ago;2018;23-08-2018
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Director/a Atención Primaria;jun;2018;28-06-2018
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Metropolitana;dic;2018;04-12-2018
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Atacama;nov;2018;26-11-2018
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional OHiggins;oct;2018;25-10-2018
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Los Lagos;ago;2018;23-08-2018
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Antofagasta;oct;2018;22-10-2018
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Bío-Bío;ago;2018;29-08-2018
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Maule;oct;2018;25-10-2018
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Metropolitano/a;ago;2018;30-08-2018
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bío Bío;oct;2018;04-10-2018
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Bdo. OHiggins;oct;2018;04-10-2018
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Maule;sep;2018;24-09-2018
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Coquimbo;ago;2018;30-08-2018
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Los Lagos;oct;2018;24-10-2018
Nivel II;Adscrito;Ministerio de Minería;Servicio Nacional de Geología y Minería;Subdirector/a Nacional de Minería;oct;2018;16-10-2018
Nivel II;Adscrito;Ministerio de Agricultura;Oficina de Estudios y Políticas Agrarias;Subdirector/a Nacional;dic;2018;20-12-2018
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Protección Pecuaria;dic;2018;18-12-2018
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Arica y Parinacota;dic;2018;26-12-2018
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Magallanes y la Antártica Chilena;oct;2018;22-10-2018
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Fiscal;dic;2018;13-12-2018
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Araucanía;sep;2018;03-09-2018
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Jefe/a de División Actividad Física y Deportes;dic;2018;18-12-2018
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Valparaíso;dic;2018;04-12-2018
