;CD_Concurso;id_cargo;Nivel;Region;Estado;SubEstado;Ministerio;Servicio;Fecha_Convocatoria;Fecha_Nomina;Fecha_Desierto;Year_Convocatoria;Year_Nomina;Year_Desierto;Desierto;Nomina;Nombrado;DesignacionDirecta;Duracion_Concurso;Fecha_Cierre_Concurso;Year_Cierre_Concurso;Cerrado;Fecha_Nombramiento;Year_Nombramiento;Periodo;Fecha_Renovacion;Costo_Concurso;FechaActualizacion
2838;620;II 226;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;2009-01-04;2009-04-13;;2009.0;2009.0;;0;1;1;0;71.0;2009-04-13;2009.0;1;2009-04-23;2009.0;1;2012-04-22;;2023-12-05 16:34:45.183
2839;621;II 227;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;2009-01-04;2009-04-27;;2009.0;2009.0;;0;1;1;0;85.0;2009-04-27;2009.0;1;2009-05-22;2009.0;1;2012-05-21;;2023-12-05 16:34:45.183
2840;622;II 228;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;2009-01-04;2009-05-11;2009-06-26;2009.0;2009.0;2009.0;1;1;0;0;99.0;2009-05-11;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2841;623;II 229;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;2009-01-04;2009-04-13;;2009.0;2009.0;;0;1;1;0;71.0;2009-04-13;2009.0;1;2009-04-23;2009.0;1;2012-04-22;;2023-12-05 16:34:45.183
2842;624;II 591;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;2008-10-19;2009-01-06;;2008.0;2009.0;;0;1;1;0;79.0;2009-01-06;2009.0;1;2009-03-02;2009.0;2;2015-03-01;;2023-12-05 16:34:45.183
2843;625;II 421;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Norte;2008-09-07;2008-11-21;;2008.0;2008.0;;0;1;1;0;75.0;2008-11-21;2008.0;1;2008-12-05;2008.0;1;2011-12-05;;2023-12-05 16:34:45.183
2844;626;II 384;II;Región de  Atacama;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Atacama;2009-03-22;2009-06-05;;2009.0;2009.0;;0;1;1;0;75.0;2009-06-05;2009.0;1;2009-07-07;2009.0;1;2012-07-06;;2023-12-05 16:34:45.183
2845;627;II 261;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;2009-01-04;2009-04-01;;2009.0;2009.0;;0;1;1;0;59.0;2009-04-01;2009.0;1;2009-04-07;2009.0;1;2012-04-06;;2023-12-05 16:34:45.183
2846;628;II 420;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2009-03-29;2009-06-19;;2009.0;2009.0;;0;1;1;0;82.0;2009-06-19;2009.0;1;2009-07-06;2009.0;1;2012-07-05;;2023-12-05 16:34:45.183
2847;629;II 410;II;Región de  Valparaíso;Desierto;Desierto por Autoridad;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2008-06-29;2008-09-11;2008-11-14;2008.0;2008.0;2008.0;1;1;0;0;74.0;2008-09-11;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2848;63;I 93;I;Región de Metropolitana de Santiago;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2007-07-15;2007-10-29;;2007.0;2007.0;;0;1;1;0;106.0;2007-10-29;2007.0;1;2007-10-29;2007.0;1;2010-10-28;;2023-12-05 16:34:45.183
2849;630;II 4;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;2008-07-27;2008-11-12;;2008.0;2008.0;;0;1;1;0;108.0;2008-11-12;2008.0;1;2008-12-02;2008.0;1;2011-12-02;;2023-12-05 16:34:45.183
2850;631;II 539;II;Región de la Araucanía;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Araucanía Norte;2009-04-26;;;2009.0;;;1;0;0;0;;2009-05-26;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2851;632;II 533;II;Región del Biobío;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Arauco;2009-04-05;;;2009.0;;;1;0;0;0;;2009-06-05;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2852;633;II 446;II;Región de Metropolitana de Santiago;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Metropolitano Central;2009-04-19;;;2009.0;;;1;0;0;0;;2009-05-08;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2853;634;II 573;II;Región de Los Lagos;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud del Reloncaví;2009-04-26;;;2009.0;;;1;0;0;0;;2009-05-20;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2854;635;II 575;II;Región de Los Lagos;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud del Reloncaví;2009-04-26;;;2009.0;;;1;0;0;0;;2009-05-20;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2855;636;II 369;II;Región de Tarapacá;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Iquique;2009-04-26;;;2009.0;;;1;0;0;0;;2009-06-17;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2856;637;II 173;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;2008-06-29;2008-09-12;;2008.0;2008.0;;0;1;1;0;75.0;2008-09-12;2008.0;1;2008-10-03;2008.0;1;2011-10-03;;2023-12-05 16:34:45.183
2857;638;II 423;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Norte;2009-04-05;2009-06-30;;2009.0;2009.0;;0;1;1;0;86.0;2009-06-30;2009.0;1;2009-07-13;2009.0;1;2012-07-12;;2023-12-05 16:34:45.183
2858;639;II 748;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2008-07-20;2008-11-18;;2008.0;2008.0;;0;1;1;0;121.0;2008-11-18;2008.0;1;2008-12-22;2008.0;1;2011-12-22;;2023-12-05 16:34:45.183
2859;64;I 9;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2007-07-01;2007-11-15;;2007.0;2007.0;;0;1;1;0;137.0;2007-11-15;2007.0;1;2007-12-10;2007.0;1;2010-12-09;;2023-12-05 16:34:45.183
2860;640;II 552;II;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Araucanía Sur;2008-10-19;2009-01-23;;2008.0;2009.0;;0;1;1;0;96.0;2009-01-23;2009.0;1;2009-02-13;2009.0;1;2012-02-13;;2023-12-05 16:34:45.183
2861;641;II 208;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;2008-07-13;2008-09-29;;2008.0;2008.0;;0;1;1;0;78.0;2008-09-29;2008.0;1;2008-11-19;2008.0;1;2011-11-19;;2023-12-05 16:34:45.183
2862;642;II 377;II;Región de Antofagasta;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Antofagasta;2009-03-08;;;2009.0;;;1;0;0;0;;2009-05-14;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2863;643;II 374;II;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Antofagasta;2009-03-08;2009-05-26;;2009.0;2009.0;;0;1;1;0;79.0;2009-05-26;2009.0;1;2009-05-29;2009.0;1;2012-05-28;;2023-12-05 16:34:45.183
2864;644;II 97;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2008-12-07;2009-03-05;;2008.0;2009.0;;0;1;1;0;60.0;2009-03-05;2009.0;1;2009-03-20;2009.0;1;2012-03-19;;2023-12-05 16:34:45.183
2865;645;II 109;II;Región de Magallanes y de la Antártica Chilena;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2008-07-13;2008-10-23;;2008.0;2008.0;;0;1;1;0;102.0;2008-10-23;2008.0;1;2008-12-04;2008.0;2;2014-12-03;;2023-12-05 16:34:45.183
2866;646;II 493;II;Región del Libertador General Bernardo OHiggins;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud O'Higgins;2009-04-12;;;2009.0;;;1;0;0;0;;2009-06-03;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2867;647;II 162;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;2008-08-24;2008-12-15;;2008.0;2008.0;;0;1;1;0;113.0;2008-12-15;2008.0;1;2009-01-08;2009.0;2;2015-01-07;;2023-12-05 16:34:45.183
2868;648;II 365;II;Región de Arica y Parinacota;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Arica;2009-03-15;;;2009.0;;;1;0;0;0;;2009-05-06;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2869;649;II 445;II;Región de Metropolitana de Santiago;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Metropolitano Central;2008-10-19;;;2008.0;;;1;0;0;0;;2008-12-18;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2870;65;I 78;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;2007-10-07;2008-01-21;;2007.0;2008.0;;0;1;1;0;106.0;2008-01-21;2008.0;1;2008-01-23;2008.0;1;2011-01-22;;2023-12-05 16:34:45.183
2871;650;II 655;II;Región de Arica y Parinacota;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2008-08-03;2008-12-15;;2008.0;2008.0;;0;1;1;0;134.0;2008-12-15;2008.0;1;2008-12-30;2008.0;2;2014-12-29;;2023-12-05 16:34:45.183
2872;651;II 517;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Concepción;2009-03-08;2009-06-08;;2009.0;2009.0;;0;1;1;0;92.0;2009-06-08;2009.0;1;2009-06-23;2009.0;1;2012-06-22;;2023-12-05 16:34:45.183
2873;652;II 498;II;Región del Maule;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Maule;2009-03-08;;;2009.0;;;1;0;0;0;;2009-05-06;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2874;653;II 497;II;Región del Maule;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Maule;2009-04-19;;;2009.0;;;1;0;0;0;;2009-05-06;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2875;654;II 105;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2008-08-03;2008-12-15;;2008.0;2008.0;;0;1;1;0;134.0;2008-12-15;2008.0;1;2008-12-30;2008.0;2;2014-12-29;;2023-12-05 16:34:45.183
2876;655;II 598;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2008-09-14;2008-12-11;;2008.0;2008.0;;0;1;1;0;88.0;2008-12-11;2008.0;1;2009-01-27;2009.0;1;2012-01-27;;2023-12-05 16:34:45.183
2877;656;II 46;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2008-08-10;2008-10-21;2008-11-18;2008.0;2008.0;2008.0;1;1;0;0;72.0;2008-10-21;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2878;657;II 750;II;Región del Libertador General Bernardo OHiggins;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2008-07-20;2008-11-18;;2008.0;2008.0;;0;1;1;0;121.0;2008-11-18;2008.0;1;2008-12-22;2008.0;1;2011-12-22;;2023-12-05 16:34:45.183
2879;658;II 712;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2009-04-12;2009-06-19;;2009.0;2009.0;;0;1;1;0;68.0;2009-06-19;2009.0;1;2009-07-03;2009.0;1;2012-07-02;;2023-12-05 16:34:45.183
2880;659;II 407;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Viña del Mar - Quillota;2009-03-22;2009-07-01;;2009.0;2009.0;;0;1;1;0;101.0;2009-07-01;2009.0;1;2009-08-17;2009.0;1;2012-08-16;;2023-12-05 16:34:45.183
2881;66;I 15;I;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;2007-09-02;2007-12-28;;2007.0;2007.0;;0;1;1;0;117.0;2007-12-28;2007.0;1;2008-02-01;2008.0;1;2011-01-31;;2023-12-05 16:34:45.183
2882;660;II 320;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;2008-11-09;2009-01-15;;2008.0;2009.0;;0;1;1;0;67.0;2009-01-15;2009.0;1;2009-01-23;2009.0;2;2015-01-22;;2023-12-05 16:34:45.183
2883;661;I 25;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;2008-09-14;2008-11-18;;2008.0;2008.0;;0;1;1;0;65.0;2008-11-18;2008.0;1;2008-12-29;2008.0;1;2011-12-29;;2023-12-05 16:34:45.183
2884;662;I 101;I;Región de Los Lagos;Desierto;Desierto por Autoridad;Ministerio de Salud;Servicio de Salud Chiloé;2008-08-31;2008-11-11;2009-05-07;2008.0;2008.0;2009.0;1;1;0;0;72.0;2008-11-11;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2885;663;II 728;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Talcahuano;2009-01-18;2009-04-27;;2009.0;2009.0;;0;1;1;0;71.0;2009-04-27;2009.0;1;2009-05-15;2009.0;2;2015-05-14;;2023-12-05 16:34:45.183
2886;664;II 711;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2009-01-18;2009-03-27;;2009.0;2009.0;;0;1;1;0;40.0;2009-03-27;2009.0;1;2009-04-02;2009.0;2;2015-04-01;;2023-12-05 16:34:45.183
2887;665;II 659;II;Región de Arica y Parinacota;Desierto;Desierto por Autoridad;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-08-24;2008-11-27;2009-02-12;2008.0;2008.0;2009.0;1;1;0;0;95.0;2008-11-27;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2888;666;II 176;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;2008-08-31;2008-12-03;;2008.0;2008.0;;0;1;1;0;94.0;2008-12-03;2008.0;1;2008-12-18;2008.0;1;2011-12-18;;2023-12-05 16:34:45.183
2889;667;II 457;II;Región de Metropolitana de Santiago;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;2009-04-19;;;2009.0;;;1;0;0;0;;2009-07-14;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2890;668;I 51;I;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Antofagasta;2008-10-12;2008-12-23;;2008.0;2008.0;;0;1;1;0;72.0;2008-12-23;2008.0;1;2009-05-07;2009.0;1;2012-05-06;;2023-12-05 16:34:45.183
2891;669;II 667;II;Región de Arica y Parinacota;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;2008-08-31;2008-12-04;;2008.0;2008.0;;0;1;1;0;95.0;2008-12-04;2008.0;1;2008-12-15;2008.0;1;2011-12-15;;2023-12-05 16:34:45.183
2892;67;I 4;I;Región de Magallanes y de la Antártica Chilena;Desierto;Desierto por CADP;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;2007-10-28;;;2007.0;;;1;0;0;0;;2008-01-25;2008.0;1;;;0;;;2023-12-05 16:34:45.183
2893;670;II 171;II;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;Nombrado;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;2008-08-31;2008-12-23;;2008.0;2008.0;;0;1;1;0;114.0;2008-12-23;2008.0;1;2009-01-08;2009.0;2;2015-01-07;;2023-12-05 16:34:45.183
2894;671;II 495;II;Región del Maule;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Maule;2008-10-05;2008-12-15;;2008.0;2008.0;;0;1;1;0;71.0;2008-12-15;2008.0;1;2009-01-12;2009.0;2;2015-01-11;;2023-12-05 16:34:45.183
2895;672;II 472;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Metropolitano Sur;2009-03-08;2009-05-27;;2009.0;2009.0;;0;1;1;0;80.0;2009-05-27;2009.0;1;2009-06-10;2009.0;2;2015-06-09;;2023-12-05 16:34:45.183
2896;673;II 467;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Sur;2008-11-09;2009-03-27;;2008.0;2009.0;;0;1;1;0;110.0;2009-03-27;2009.0;1;2009-04-09;2009.0;1;2012-04-08;;2023-12-05 16:34:45.183
2897;674;II 157;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;2008-09-14;2008-12-04;;2008.0;2008.0;;0;1;1;0;81.0;2008-12-04;2008.0;1;2009-04-23;2009.0;2;2015-04-22;;2023-12-05 16:34:45.183
2898;675;II 696;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Chiloé;2009-01-18;2009-04-30;;2009.0;2009.0;;0;1;1;0;74.0;2009-04-30;2009.0;1;2009-05-11;2009.0;1;2012-05-10;;2023-12-05 16:34:45.183
2899;676;II 697;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Chiloé;2009-01-18;2009-04-30;;2009.0;2009.0;;0;1;1;0;74.0;2009-04-30;2009.0;1;2009-05-11;2009.0;1;2012-05-10;;2023-12-05 16:34:45.183
2900;677;II 695;II;Región de Los Lagos;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Chiloé;2009-03-15;;;2009.0;;;1;0;0;0;;2009-04-08;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2901;678;I 64;I;Región del Maule;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Maule;2008-10-12;2008-12-23;;2008.0;2008.0;;0;1;1;0;72.0;2008-12-23;2008.0;1;2009-03-13;2009.0;1;2012-03-12;;2023-12-05 16:34:45.183
2902;679;II 700;II;Región de Los Lagos;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Chiloé;2009-03-15;;;2009.0;;;1;0;0;0;;2009-04-08;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2903;68;I 87;I;Región del Maule;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Maule;2007-07-29;2007-11-02;;2007.0;2007.0;;0;1;1;0;96.0;2007-11-02;2007.0;1;2007-11-29;2007.0;1;2010-11-28;;2023-12-05 16:34:45.183
2904;680;II 699;II;Región de Los Lagos;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Chiloé;2009-03-15;;;2009.0;;;1;0;0;0;;2009-04-08;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2905;681;II 223;II;Región de Metropolitana de Santiago;Desierto;Desierto por Comité;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;2009-01-04;;;2009.0;;;1;0;0;0;;2009-03-24;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2906;682;II 11;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;2009-03-08;2009-06-24;;2009.0;2009.0;;0;1;1;0;108.0;2009-06-24;2009.0;1;2009-07-02;2009.0;1;2012-07-01;;2023-12-05 16:34:45.183
2907;683;II 100;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2008-10-05;2009-01-13;;2008.0;2009.0;;0;1;1;0;100.0;2009-01-13;2009.0;1;2009-01-30;2009.0;2;2015-01-29;;2023-12-05 16:34:45.183
2908;684;II 516;II;Región del Biobío;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Concepción;2009-04-05;;;2009.0;;;1;0;0;0;;2009-06-02;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2909;685;I 66;I;Región del Biobío;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Concepción;2008-10-19;2009-01-13;;2008.0;2009.0;;0;1;1;0;86.0;2009-01-13;2009.0;1;2009-05-07;2009.0;1;2012-05-06;;2023-12-05 16:34:45.183
2910;686;II 690;II;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;Desvinculado;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;2008-09-14;2008-11-28;;2008.0;2008.0;;0;1;1;0;75.0;2008-11-28;2008.0;1;2008-12-23;2008.0;1;2011-12-23;;2023-12-05 16:34:45.183
2911;687;I 84;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;2009-04-05;2009-07-06;;2009.0;2009.0;;0;1;1;0;92.0;2009-07-06;2009.0;1;2009-07-08;2009.0;1;2012-07-07;;2023-12-05 16:34:45.183
2912;688;II 424;II;Región de Metropolitana de Santiago;Desierto;Desierto por Comité;Ministerio de Salud;Servicio de Salud Metropolitano Norte;2009-03-08;;;2009.0;;;1;0;0;0;;2009-04-30;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2913;689;II 666;II;Región de Los Ríos;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Jardines Infantiles;2008-10-05;2008-12-23;;2008.0;2008.0;;0;1;1;0;79.0;2008-12-23;2008.0;1;2009-02-02;2009.0;1;2012-02-02;;2023-12-05 16:34:45.183
2914;69;I 56;I;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2007-06-24;2007-10-25;;2007.0;2007.0;;0;1;1;0;123.0;2007-10-25;2007.0;1;2007-11-22;2007.0;1;2010-11-21;;2023-12-05 16:34:45.183
2915;690;II 455;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;2009-03-08;2009-06-19;;2009.0;2009.0;;0;1;1;0;103.0;2009-06-19;2009.0;1;2009-06-24;2009.0;2;2015-06-23;;2023-12-05 16:34:45.183
2916;691;II 143;II;Región de Aysén del General Carlos Ibañez del Campo;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-10-12;2008-12-30;;2008.0;2008.0;;0;1;1;0;79.0;2008-12-30;2008.0;1;2009-01-23;2009.0;1;2012-01-23;;2023-12-05 16:34:45.183
2917;692;II 142;II;Región de  Atacama;Desierto;Desierto por Comité;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-11-02;;;2008.0;;;1;0;0;0;;2009-04-06;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2918;693;II 133;II;Región de  Coquimbo;Desierto;Desierto por Comité;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-11-02;;;2008.0;;;1;0;0;0;;2009-07-17;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2919;694;II 134;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-11-02;2009-04-14;;2008.0;2009.0;;0;1;1;0;135.0;2009-04-14;2009.0;1;2009-04-22;2009.0;1;2012-04-21;;2023-12-05 16:34:45.183
2920;695;II 139;II;Región del Maule;Desierto;Desierto por Comité;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-11-02;;;2008.0;;;1;0;0;0;;2009-04-06;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2921;696;II 135;II;Región del Libertador General Bernardo OHiggins;Desierto;Desierto por Comité;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-11-02;;;2008.0;;;1;0;0;0;;2009-04-06;2009.0;1;;;0;;;2023-12-05 16:34:45.183
2922;697;II 136;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-11-02;2009-04-14;;2008.0;2009.0;;0;1;1;0;135.0;2009-04-14;2009.0;1;2009-04-22;2009.0;1;2012-04-21;;2023-12-05 16:34:45.183
2923;698;II 141;II;Región de Magallanes y de la Antártica Chilena;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2008-11-02;2009-04-14;;2008.0;2009.0;;0;1;1;0;135.0;2009-04-14;2009.0;1;2009-04-22;2009.0;1;2012-04-21;;2023-12-05 16:34:45.183
